concept,concept_type,domain,drill_up,indicator_url,name,scale,scales,tooltip,unit
all_causes_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tBVcAKWEbc2s687q6D9yuYg,"All causes deaths in newborn, total",log,"['log', 'linear']",All causes deaths in newborn (total deaths),
birth_asphyxia_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=twrll6eL8GeIU4P71aTakmg,"Birth asphyxia deaths in newborn, total",log,"['log', 'linear']",Birth asphyxia deaths in newborn (total deaths),
congenital_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tUvFsKz2lGL-GtPmw47VLdg,"Congenital deaths in newborn, total",log,"['log', 'linear']",Congenital deaths in newborn (total deaths),
diarrhoeal_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tKZcnGP_XImMXRZ4tZqtjMg,"Diarrhoeal deaths in newborn, total",log,"['log', 'linear']",Diarrhoeal deaths in newborn (total deaths),
pneumonia_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tjvbVGhVx7YCk1uguLrkaag,"Pneumonia deaths in newborn, total",log,"['log', 'linear']",Pneumonia deaths in newborn (total deaths),
prematurity_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tVyFL3CyRTuGEnRQErDeSLQ,"Prematurity deaths in newborn, total",log,"['log', 'linear']",Prematurity deaths in newborn (total deaths),
sepsis_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tRA1VmW2ZQ7sCsoD7AHIilg,"Sepsis deaths in newborn, total",log,"['log', 'linear']",Sepsis deaths in newborn (total deaths),
tetanus_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tB6Gkh4rLC9yB2TXfHSApIA,"Tetanus deaths in newborn, total",log,"['log', 'linear']",Tetanus deaths in newborn (total deaths),
other_deaths_in_newborn_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tyPO4OLCIZtK5zcdkafcHMA,"Other deaths in newborn, total",log,"['log', 'linear']",Other deaths in newborn (total deaths),
all_causes_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=t9FP3_OPrE2ug_I_iNsbePg,All causes deaths in children,log,"['log', 'linear']","All causes deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
diarrhoeal_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tADSStUzP0ADEPYqsIfVHMQ,Diarrhoeal deaths in children,log,"['log', 'linear']","Diarrhoeal deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
hiv_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=t4C4M_ynK9Ho8tGRj6a5U5w,HIV deaths in children,log,"['log', 'linear']","HIV deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
injury_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tfOi0Ji7pJDJbxJVqwJXj9g,Injury deaths in children,log,"['log', 'linear']","Injury deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
malaria_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tunqKEwokfnJMDA1g7W8KwA,Malaria deaths in children,log,"['log', 'linear']","Malaria deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
measles_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tfyKUbGu10P_WOgHSOHhCJg,Measles deaths in children,log,"['log', 'linear']","Measles deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
meningitis_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tZhYsw0sliDInwowT0iWTLQ,Meningitis deaths in children,log,"['log', 'linear']","Meningitis deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
ncd_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tqAEpy6pMtN7ULlF6uIzEog,NCD deaths in children,log,"['log', 'linear']","NCD deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
pertussis_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=t4RbfeK6Dtt2srxw4REoXxQ,Pertussis deaths in children,log,"['log', 'linear']","Pertussis deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
pneumonia_deaths_in_children_1_59_months_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tCe8N5KXAYCJteQokAqVM_A,Pneumonia deaths in children,log,"['log', 'linear']","Pneumonia deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
other_infections_deaths_in_children_1_59_months_per_1000_birt,measure,,,http://spreadsheets.google.com/pub?key=tVAqgYwCDZfcq9jSCI87SAw,Other infections deaths in children,log,"['log', 'linear']","Other infections deaths in children 1-59 months (per 1,000 births)","1-59 months, per 1 000 births"
all_causes_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=taYeez4Mkk8OvdH-q4QAxxQ,"All causes deaths in children, total",log,"['log', 'linear']",All causes deaths in children 1-59 months (total deaths),1-59 months
diarrhoeal_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tDzIq4iIDwNtYthN_QYZwZg,"Diarrhoeal deaths in children, total",log,"['log', 'linear']",Diarrhoeal deaths in children 1-59 months (total deaths),1-59 months
hiv_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tQe6yinBBauXLvBFroZEL3Q,"HIV deaths in children, total",log,"['log', 'linear']",HIV deaths in children 1-59 months (total deaths),1-59 months
injury_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tnRIpcH0InZUFz7f2ziXKog,"Injury deaths in children, total",log,"['log', 'linear']",Injury deaths in children 1-59 months (total deaths),1-59 months
malaria_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=t1Vf-4rkGlG20pYzuGib3hw,"Malaria deaths in children, total",log,"['log', 'linear']",Malaria deaths in children 1-59 months (total deaths),1-59 months
measles_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tYZAce4wGXEp5Jve3AI7yWQ,"Measles deaths in children, total",log,"['log', 'linear']",Measles deaths in children 1-59 months (total deaths),1-59 months
meningitis_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tX-vHLzEZ7mqfk1vf6SbUXA,"Meningitis deaths in children, total",log,"['log', 'linear']",Meningitis deaths in children 1-59 months (total deaths),1-59 months
ncd_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tfmFGk3PIvTgimegQiHOtSQ,"NCD deaths in children, total",log,"['log', 'linear']",NCD deaths in children 1-59 months (total deaths),1-59 months
pertussis_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tdOlzqGxVdDnnCpfWyyGX1A,"Pertussis deaths in children, total",log,"['log', 'linear']",Pertussis deaths in children 1-59 months (total deaths),1-59 months
pneumonia_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tcYkTk6KMHsrXzcM9WyUxbw,"Pneumonia deaths in children, total",log,"['log', 'linear']",Pneumonia deaths in children 1-59 months (total deaths),1-59 months
other_infections_deaths_in_children_1_59_months_total_deaths,measure,,,http://spreadsheets.google.com/pub?key=tiehFos6jB-lekEAH028deA,"Other infections deaths in children, total",log,"['log', 'linear']",Other infections deaths in children 1-59 months (total deaths),1-59 months
breast_cancer_new_cases_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0Zbn8wVYsEHQ,"Breast, new cases",lin,"['linear', 'log']","Number of new cases of breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
cervical_cancer_new_cases_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XpKHFksEPcA,"Cervical, new cases",lin,"['linear', 'log']","Number of new cases of cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
colonandrectum_cancer_new_cases_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2P7lqZXLeZAw,"Colon&Rectum, new cases",lin,"['linear', 'log']","Number of new cases of colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
liver_cancer_new_cases_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2xhaKENmyRKw,"Liver, new cases",lin,"['linear', 'log']","Number of new cases of liver cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
lung_cancer_new_cases_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0UaQ2DNjK9Lg,"Lung, new cases",lin,"['linear', 'log']","Number of new cases of lung cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
stomach_cancer_new_cases_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0je8zzeM4WXQ,"Stomach, new cases",lin,"['linear', 'log']","Number of new cases of stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
breast_cancer_number_of_new_female_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2fGuJ1VdTpOw,"Breast, new cases, total",lin,"['linear', 'log']",Total number of new female cases of breast cancer during the certain year.,
cervical_cancer_number_of_new_female_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0g-SgNTI23GQ,"Cervical , new cases, total",lin,"['linear', 'log']",Total number of new female cases of cervical cancer during the certain year.,
colonandrectum_cancer_number_of_new_female_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2L5YHqVxRTLA,"Colon&Rectum, new cases, total",lin,"['linear', 'log']",Total number of new female cases of colon&rectum cancer during the certain year.,
liver_cancer_number_of_new_female_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1_IYQtrqQCKQ,"Liver, new cases, total",lin,"['linear', 'log']",Total number of new female cases of liver cancer during the certain year.,
lung_cancer_number_of_new_female_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2oQAW8_53cVQ,"Lung, new cases, total",lin,"['linear', 'log']",Total number of new female cases of lung cancer during the certain year.,
stomach_cancer_number_of_new_female_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1aXfw3aV83TA,"Stomach, new cases, total",lin,"['linear', 'log']",Total number of new female cases of stomach cancer during the certain year.,
breast_cancer_deaths_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3wJUwXXDdiGg,"Breast, deaths",lin,"['linear', 'log']","Number of deaths due to breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
cervical_cancer_deaths_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0jPl21g3mqfQ,"Cervical, deaths",lin,"['linear', 'log']","Number of deaths due to cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
colonandrectum_cancer_deaths_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3bdzmKAvdUSw,"Colon&Rectum, deaths",lin,"['linear', 'log']","Number of deaths due to colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
liver_cancer_deaths_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2ItBsVpK9VBA,"Liver, deaths",lin,"['linear', 'log']","Number of deaths due to liver cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
lung_cancer_deaths_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2hZorcv6aVLA,"Lung, deaths",lin,"['linear', 'log']","Number of deaths due to lung cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
stomach_cancer_deaths_per_100000_women,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RpUEQPgGcZQ,"Stomach, deaths",lin,"['linear', 'log']","Number of deaths due to stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 women
breast_cancer_number_of_female_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj07QB-Apx8RfQ,"Breast, deaths total",lin,"['linear', 'log']",Total number of female deaths due to breast cancer during the certain year. ,
cervical_cancer_number_of_female_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2KBU_veE9AQg,"Cervical, deaths total",lin,"['linear', 'log']",Total number of female deaths due to cervical cancer during the certain year. ,
colonandrectum_cancer_number_of_female_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0ndPkFlozzXQ,"Colon&Rectum, deaths total",lin,"['linear', 'log']",Total number of female deaths due to colon&rectum cancer during the certain year. ,
liver_cancer_number_of_female_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2LwNOwMSnJQA,"Liver, deaths total",lin,"['linear', 'log']",Total number of female deaths due to liver cancer during the certain year. ,
lung_cancer_number_of_female_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RMyUI1QFfaA,"Lung, deaths total",lin,"['linear', 'log']",Total number of female deaths due to lung cancer during the certain year. ,
stomach_cancer_number_of_female_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1o1rJNFHpQZw,"Stomach, deaths total",lin,"['linear', 'log']",Total number of female deaths due to stomach cancer during the certain year. ,
colonandrectum_cancer_new_cases_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2UBFFaFy3Ebg,"Colon&Rectum, new cases",lin,"['linear', 'log']","Number of new cases of colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
liver_cancer_new_cases_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1u0KpZbsopCA,"Liver, new cases",lin,"['linear', 'log']","Number of new cases of liver cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
lung_cancer_new_cases_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1kCRbsnNcTVg,"Lung, new cases",lin,"['linear', 'log']","Number of new cases of lung cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
prostate_cancer_new_cases_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3qX39HWaQjEg,"Prostate, new cases",lin,"['linear', 'log']","Number of new cases of prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
stomach_cancer_new_cases_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1XKvT6zwrMPw,"Stomach, new cases",lin,"['linear', 'log']","Number of new cases of stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
colonandrectum_cancer_number_of_new_male_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3nBOvEwrkMTA,"Colon&Rectum, new cases, total",lin,"['linear', 'log']",Total number of new male cases of colon&rectum cancer during the certain year.,
liver_cancer_number_of_new_male_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2LIYJXVW9EVw,"Liver, new cases, total",lin,"['linear', 'log']",Total number of new male cases of liver cancer during the certain year.,
lung_cancer_number_of_new_male_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0sd0z2MGpeeA,"Lung, new cases, total",lin,"['linear', 'log']",Total number of new male cases of lung cancer during the certain year.,
prostate_cancer_number_of_new_male_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2vXUZJKI0XHA,"Prostate, new cases, total",lin,"['linear', 'log']",Total number of new male cases of prostate cancer during the certain year.,
stomach_cancer_number_of_new_male_cases,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XF3cD2lbecA,"Stomach, new cases, total",lin,"['linear', 'log']",Total number of new male cases of stomach cancer during the certain year.,
colonandrectum_cancer_deaths_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0VhkB8-rRHQg,"Colon&Rectum, deaths",lin,"['linear', 'log']","Number of deaths due to colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
liver_cancer_deaths_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3rojF8TmZtOw,"Liver, deaths",lin,"['linear', 'log']","Number of deaths due to liver cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
lung_cancer_deaths_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2_ibAjsuNgYA,"Lung, deaths",lin,"['linear', 'log']","Number of deaths due to lung cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
prostate_cancer_deaths_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2S9phBhTP3dw,"Prostate, deaths",lin,"['linear', 'log']","Number of deaths due to prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
stomach_cancer_deaths_per_100000_men,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3ky4_oAkatBw,"Stomach, deaths",lin,"['linear', 'log']","Number of deaths due to stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",per 100 000 men
colonandrectum_cancer_number_of_male_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0-sqkfnD4rGA,"Colon&Rectum, deaths, total",lin,"['linear', 'log']",Total number of male deaths due to colon&rectum cancer during the certain year. ,
liver_cancer_number_of_male_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1RD88c3w1vNg,"Liver, deaths, total",lin,"['linear', 'log']",Total number of male deaths due to liver cancer during the certain year. ,
lung_cancer_number_of_male_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2Az43qu-dQJQ,"Lung, deaths, total",lin,"['linear', 'log']",Total number of male deaths due to lung cancer during the certain year. ,
prostate_cancer_number_of_male_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1ImYURLRHPRA,"Prostate, deaths, total",lin,"['linear', 'log']",Total number of male deaths due to prostate cancer during the certain year. ,
stomach_cancer_number_of_male_deaths,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2NmCvOcsjpag,"Stomach, deaths, total",lin,"['linear', 'log']",Total number of male deaths due to stomach cancer during the certain year. ,
total_health_spending_percent_of_gdp,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3XYThRy0yJMA,Total health spending,lin,"['linear', 'log']",The sum of public and private health expenditure as a percentage of GDP.,% of GDP
government_share_of_total_health_spending_percent,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcJI3KBJnrlDQ,Gov. share in health spending,lin,"['linear', 'log']","Percentage of total health expenditure that has been paid by government entities, for example Ministry of Health and social security agencies.",%
private_share_of_total_health_spending_percent,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcXBFxQw8cFaw,Private share in health spending,lin,"['linear', 'log']","Percentage of total health expenditure that has been paid by private entities, for example commercial insurance and out-of-pocket payments.",%
out_of_pocket_share_of_total_health_spending_percent,measure,,,http://spreadsheets.google.com/pub?key=tXf6_OUYVmyEMZo0g4DQw6w,Out-of-pocket share in health spending,lin,"['linear', 'log']",Proportion of total health expenditures that has been paid directly out-of-pocket by individuals. ,%
government_health_spending_of_total_gov_spending_percent,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd7K-YgYOkGFQ,Gov. health spending,lin,"['linear', 'log']",Proportion of total government expenditure that has been expended in health. ,% of total gov. spending
total_health_spending_per_person_international_dollar,measure,,,http://spreadsheets.google.com/pub?key=tR3MM-UTZ0B44BKxxWeAZaQ,Total health spending per person (intl. $),log,"['log', 'linear']","The average health expenditure per person, expressed in international dollars using PPP (Purchasing Power Parity).",
government_health_spending_per_person_international_dollar,measure,,,http://spreadsheets.google.com/pub?key=tZ3uHUdw0H__Siyj78GXsGg,Gov. health spending per person (intl. $),log,"['log', 'linear']","The average health expenditure per person that has been paid by government entities, expressed in international dollars using PPP (Purchasing Power Parity).",
total_health_spending_per_person_us,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEeL79qOoKtofQ,Total health spending per person (US$),log,"['log', 'linear']","The average health expenditure per person, expressed in US dollars using the average exchange rate.",
government_health_spending_per_person_us,measure,,,http://spreadsheets.google.com/pub?key=tBwBBkViOJoycBhLnWHqwSQ,Gov. health spending per person (US$),log,"['log', 'linear']","The average health expenditure per person that has been paid by government entities during the given year, expressed in US dollars using the average exchange rate.",
medical_doctors_per_1000_people,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2yo1IzJQmbZg,Medical Doctors,,"['linear', 'log']","Medical Doctors (physicians) working in any medical field per 1,000 people. ",per 1 000 people
people_living_with_hiv_number_all_ages,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEe1GaiYJX2qGA,People living with HIV,log,"['log', 'linear']","The total number of persons in all ages that are estimated to be infected by HIV, including those without symptoms, those sick from AIDS and those healthy due to treatment of the HIV infection ","total, all ages"
adults_with_hiv_percent_age_15_49,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfbZyl0qjbiRQ,Adults with HIV share,log,"['log', 'linear']","The estimated percentage of adults aged 15 to 49 years that are infected by HIV, including those without symptoms, those sick from AIDS and those healthy due to treatment of the HIV infection ","%, age 15-49"
newly_hiv_infected_number_all_ages,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFk2WGhwakxTQkt4NUtTdFJDSlFHQ3c,Total newly HIV infected,lin,"['linear', 'log']",The total number of persons in all ages that are estimated to be newly infected with HIV during the given year.,"total, all ages"
newly_hiv_infected_percent_age_15_49,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDREUkRSRDJtQmFNTE1TYmRYX1pFNEE,Adults newly HIV infected share,lin,"['linear', 'log']",The estimated percentage of adults aged 15 to 49 years that are newly infected with HIV during the given year.,"%, age 15-49"
annual_hiv_deaths_number_all_ages,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHZJdFBhYVlvck43d1R6ZFYzUWpiLWc,Annual HIV deaths,lin,"['linear', 'log']",The total number of people that were estimated as died from HIV/AIDS during the given year.,"total, all ages"
art_coverage_percent_cd4_l_350,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHMzRDA5Z1RjWkJIWkNfdWNBVFR6b1E,ART coverage %,lin,"['linear', 'log']","For people who have been diagnosed as CD4 count < 350 / mm3, how many (%) have access to ART treatment, estimation. ",CD4 < 350
malaria_cases_per_100000_reported,measure,,,http://spreadsheets.google.com/pub?key=pp59adS3CHWcGnFB9pe14OA,Malaria cases per 100 000,lin,"['linear', 'log']","Number of malaria cases in every 100,000 residents during the given year.",reported
malaria_deaths_per_100000_reported,measure,,,http://spreadsheets.google.com/pub?key=pp59adS3CHWfGZUVJ2L-dCw,Malaria deaths per 100 000,lin,"['linear', 'log']","Number of malaria deaths in every 100,000 residents during the given year.",reported
malaria_number_of_cases_reported,measure,,,http://spreadsheets.google.com/pub?key=pp59adS3CHWczfPHQMiqxCg,Malaria number of cases,lin,"['linear', 'log']",Total number of malaria cases reported during the given year.,reported
malaria_number_of_deaths_reported,measure,,,http://spreadsheets.google.com/pub?key=pp59adS3CHWfZGL9qouvTbQ,Malaria number of deaths,lin,"['linear', 'log']",Total number of malaria deaths reported during the given year.,reported
births_attended_by_skilled_health_staff_percent_of_total,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdF9OQ2dSSG5nNFhpS3RnRVZHUzZMb3c,Births attended by skilled health staff,lin,"['linear', 'log']","The percentage of deliveries attended by personnel (including doctors, nurses and midwives) trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.",%
contraceptive_use_percent_of_women_ages_15_49,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFp2OENYMUVKWnY1dkJLRXAtYnI3UVE,Contraceptive use,lin,"['linear', 'log']","Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, any form of contraception. It is usually measured for married women ages 15-49 only.",% of women ages 15-49
maternal_mortality_ratio_per_100000_live_births,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcVezxiMlWaRw,Maternal mortality ratio,log,"['log', 'linear']","The number of maternal deaths divided by the number of live births in a given year, multiplied by 100,000. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy. ",per 100 000 live births
maternal_deaths_total_number,measure,,,http://spreadsheets.google.com/pub?key=tOJs331rbt36sNBXE8g5AUg,Maternal deaths,lin,"['linear', 'log']","Total number of maternal deaths in a given year. Maternal death is defined as the death of a women while pregnant or within the 42 days after termination of that pregnancy, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy.",total number
maternal_deaths_lifetime_risk_per_1000,measure,,,http://spreadsheets.google.com/pub?key=t2ha4jg1M70Le8CH3wHcPIQ,"Maternal deaths, lifetime risk",lin,"['linear', 'log']","The chance of dying during pregnancy or within the 42 days after termination of that pregnancy in a lifetime, regardless of the length and site of the pregnancy, from a cause related to or aggravated by the pregnancy, the counting unit is per 1,000.",per 1 000
stillbirths_per_1000_births,measure,,,http://spreadsheets.google.com/pub?key=tgJHpDEY4S7hxJpELGJueWA,Stillbirths,log,"['log', 'linear']",The number of stillbirths per 1000 births (live births plus stillbirths).,per 1 000 births
suicide_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=troMumuI0Y6Phpwnj6qXa_A,Suicides,lin,"['linear', 'log']","Mortality due to self-inflicted injury, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
malnutrition_weight_for_age_percent_of_children_under_5,measure,,,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGhpWDY5QVlOdUxpVGhaMVlUOE9iX0E,Malnutrition of children,lin,"['linear', 'log']",The percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the 2006 WHO international reference population. ,"%, age 5-"
sugar_per_person_g_per_day,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2sdmdhX9zuKg,Sugar per person,lin,"['linear', 'log']",The quantity of food consumption of sugar and sweeteners (grams per person and day). NOTE: data for 2004 are based on a rough extrapolation by Gapminder.,grams/day
food_supply_kilocalories_per_person_and_day,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlYVVpXX20tbU13STZyVG0yNkRrZnc,Food supply,lin,"['linear', 'log']","Calories measures the energy content of the food. The required intake varies, but it is normally in the range of 1500-3000 kilocalories per day. One banana contains approximatly 100 kilocalories.",kcal / person & day
